Project,site_no,collect_date,Hour,sample_ID,Subsample,LowestTaxonomicLevelOfID,TaxaID,Nauplius,ObjectiveMagnification,MarksInOcularMicrometer_No.,MarksInOcularMicrometer_Width_No.,MarksInOcularMicrometer_Height_No.,Initials,Notes,,,,,,,,,,,
FCR2021,FCR_50,10-Jun-21,23:59,F_pel_11Jun21_midnight_schind_2.0_rep1,C,Family,Cyclopidae,,75x,2.7,,,CEB,,,,,,,,,,,,
FCR2021,FCR_50,10-Jun-21,23:59,F_pel_11Jun21_midnight_schind_2.0_rep1,C,Family,Cyclopidae,,75x,2.6,,,CEB,,,,,,,,,,,,
FCR2021,FCR_50,10-Jun-21,23:59,F_pel_11Jun21_midnight_schind_2.0_rep1,C,Order,Cyclopoida,nauplius,75x,,,,CEB,,,,,,,,,,,,
FCR2021,FCR_50,10-Jun-21,23:59,F_pel_11Jun21_midnight_schind_2.0_rep1,C,Genus,Keratella,,75x,1,0.7,0.5,CEB,,,,,,,,,,,,
FCR2021,FCR_50,10-Jun-21,23:59,F_pel_11Jun21_midnight_schind_2.0_rep1,C,Family,Gastropidae,,75x,,,,CEB,,,,,,,,,,,,
FCR2021,FCR_50,10-Jun-21,23:59,F_pel_11Jun21_midnight_schind_2.0_rep1,C,Genus,Gastropus,,75x,1.2,1,1,CEB,,,,,,,,,,,,
FCR2021,FCR_50,10-Jun-21,23:59,F_pel_11Jun21_midnight_schind_2.0_rep1,C,Genus,Polyarthra,,75x,1,0.7,0.6,CEB,,,,,,,,,,,,
FCR2021,FCR_50,10-Jun-21,23:59,F_pel_11Jun21_midnight_schind_2.0_rep1,C,Family,Gastropidae,,75x,,,,CEB,,,,,,,,,,,,
FCR2021,FCR_50,10-Jun-21,23:59,F_pel_11Jun21_midnight_schind_2.0_rep1,C,Family,Gastropidae,,75x,,,,CEB,,,,,,,,,,,,
FCR2021,FCR_50,10-Jun-21,23:59,F_pel_11Jun21_midnight_schind_2.0_rep1,C,Species,B. longirostris,,75x,,,,CEB,,,,,,,,,,,,
FCR2021,FCR_50,10-Jun-21,23:59,F_pel_11Jun21_midnight_schind_2.0_rep1,C,Order,Cyclopoida,nauplius,75x,,,,CEB,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Daphnia,,75x,11.1,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Calanoida,nauplius,75x,1.6,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Calanoida,nauplius,75x,1.7,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,75x,1,0.8,0.6,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Daphnia,,75x,5.2,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,75x,1.1,0.8,0.6,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Family,Cyclopidae,,75x,3.1,,,HLW,#3,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Family,Cyclopidae,,75x,2.8,,,HLW,#2,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,75x,1.1,0.9,0.6,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Daphnia,,75x,4.7,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,75x,1.5,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Calanoida,nauplius,75x,2.6,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Ceriodaphnia,,75x,5.7,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,75x,1.5,0.5,0.5,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,75x,1.6,0.6,0.6,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,75x,1.5,0.6,0.5,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Family,Cyclopidae,,75x,3.5,,,HLW,#1/2,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,75x,1,0.8,0.5,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Daphnia,,75x,5.5,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,75x,2.6,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,75x,1.1,0.8,0.6,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,75x,1.1,0.8,0.6,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,75x,1.1,0.8,0.6,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,75x,1,0.8,0.6,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,75x,1.1,0.8,0.6,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,75x,2.4,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,75x,1.5,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Family,Cyclopidae,,75x,2,,,HLW,#1/2,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Family,Cyclopidae,,75x,1.9,,,HLW,#1/2,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Family,Cyclopidae,,75x,2.3,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Family,Cyclopidae,,75x,2.6,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Family,Cyclopidae,,75x,2,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,75x,2.6,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,75x,1.7,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,75x,1.7,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochiloides,,75x,1.1,0.6,0.5,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Lepadella,,75x,0.6,0.6,0.4,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,75x,1.4,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Family,Cyclopidae,,75x,1.8,,,HLW,#1/2,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Family,Cyclopidae,,75x,3.1,,,HLW,#1/2,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,75x,1.4,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Family,Cyclopidae,,75x,2.3,,,HLW,#1/2,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,75x,1.8,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,75x,1.8,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,75x,2.4,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Family,Cyclopidae,,75x,3.2,,,HLW,#2,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Family,Cyclopidae,,75x,2.5,,,HLW,#2,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,75x,2.2,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,75x,1.4,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,75x,2.2,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Family,Cyclopidae,,75x,3.4,,,HLW,#2,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochiloides,,75x,2.2,1.1,1,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Daphnia,,75x,10,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Daphnia,,75x,10.5,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Daphnia,,75x,9.5,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Daphnia,,75x,7.3,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Daphnia,,75x,8.6,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Family,Cyclopidae,,75x,3.2,,,HLW,#1/2,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Family,Cyclopidae,,75x,1.8,,,HLW,#2,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Conochiloides,,75x,1.5,1.1,1,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Order,Cyclopoida,nauplius,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,A,Genus,Daphnia,,75x,10,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Species,K. bostoniensis,,75x,1,0.5,0.4,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Conochilus,,75x,1.5,0.5,0.5,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Conochilus,,75x,1.2,0.6,0.5,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Conochilus,,75x,1.1,0.5,0.5,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Conochilus,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Ceriodaphnia,,75x,7,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Order,Cyclopoida,nauplius,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Daphnia,,75x,10,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Daphnia,,75x,8,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Daphnia,,75x,7.1,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Order,Cyclopoida,nauplius,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Keratella,,,,,,HLW,,,,,,,,,,,,
FCR2021,BVR_50,16-Jun-21,0:10,B_pel_16Jun21_midnight_rep1,B,Genus,Conochilus,,75x,1.3,0.6,0.5,HLW,,,,,,,,,,,,
